id,code,ename,fcover,tpop,apop,gdp1,gdp2,gdp3,distpvc,distport,hwaylen,explen,plain,elev,prec,slope,temp,temp0,area,policy
181,513326,daofu,194.374154,5,4,1096,802,3360.4,267017.3,1287039,273058.4,10133.73,0,4103,639,9.6,1,1268.6,670637,1
182,513327,luhuo,114.830541,4,4,1792,465.25,3383.5,331358,1388687,333655,9704.591,0,4023,677,8.13,1.6,1404.3,459977,0
183,513328,ganzi,121.9291833,6,5,1656,341.1666667,3101.833333,428974.4,1479276,430617.4,20222.23,0,4292,647,7.22,-0.5,1026.2,731768,1
184,513329,xinlong,205.74008,4,4,1608.5,432.75,4580.25,365333.7,1378995,369932.1,57646.7,0,4279,636,8.66,0.1,1090,867550,0
185,513330,dege,431.83584,7,6,1374.714286,363.8571429,1764.428571,510329.6,1553557,511714.2,20654.43,0,4265,625,7.52,-0.4,1005.1,1103574,0
186,513331,baiyu,329.198038,4,4,1956,1132.25,8233.25,452500.8,1446007,457017.8,73368.52,0,4294,611,8.61,0.5,1163.7,1038172,1
187,513332,shiqu,196.6842806,7,6,1516.857143,222.5714286,2549.142857,496965.4,1693592,621037.9,63951.12,0,4498,560,4.73,-3.3,653.3,2093828,0
188,513333,seda,149.5720547,4,3,1690.75,516.75,3181.25,411095.7,1495998,410336.4,83774.86,0,4236,662,5.57,-1.1,968.4,798346,0
189,513334,litang,377.94277,5,5,2038.6,729.2,3861.2,404766.3,1314254,411346.8,26339.83,0,4353,656,7.33,0.7,1164.7,1505083,1
190,513335,batang,301.6938553,5,4,1164.2,2716.2,2897.4,468489.4,1352196,475072,20673.22,0,4197,502,11.46,2.8,1687.7,814949,0
191,513336,xiangcheng,252.109307,3,2,1170.333333,1279.666667,5018.666667,449171.4,1273297,454938.6,94556.45,0,4069,534,9.74,3.3,1759.2,500368,0
192,513337,daocheng,227.783423,3,3,1955.666667,905,3246.666667,413640.3,1202973,418627.6,112051,0,4178,637,8.99,1.8,1431.1,647729,0
193,513338,derogn,85.755912,3,2,1212.666667,972.6666667,3455,507943.3,1261418,452088,37577.31,0,3627,443,16.62,7.1,2838.3,185176,1
194,513422,muli,876.886542,13,12,1444.692308,872.4615385,3541.538462,377083.1,1126521,372165.9,110488.9,0,3488,841,12.54,5.4,2290.8,1305562,1
195,513423,yanyuan,494.1591541,34,31,1776.617647,2019.205882,3280.882353,296424.8,1020643,265654.9,70940.13,0.016309,2750,925,9.65,9.8,3630.8,858593,1
196,513424,dechang,144.3803573,20,17,3231.75,3403.45,5005.85,263660.7,957122.1,240285,2566.582,0,2267,1069,12.07,12.3,4531.7,226833,1
197,513425,huili,310.4427348,45,40,3295.266667,5204.422222,6021.133333,160564.8,893265.7,145618.2,11872.54,0,2045,1061,7.34,13.9,5100.7,488836,1
198,513426,huidong,194.2756771,38,35,3881.789474,4327.868421,5831.078947,174413.5,867081.6,145489.6,43762.07,0,2112,960,9.95,13.3,4884.9,320091,1
199,513427,ningnan,90.190844,18,16,3009.277778,1214.111111,4551.166667,228607.8,900528.3,198310.2,41232.11,0,1922,1036,12.23,13.6,4991.7,167491,1
200,513428,puge,88.2780087,14,13,2075.928571,1695.5,3288.428571,281462,947307.3,252712.6,33310.47,0,2490,1049,10.92,10.3,3804.4,189051,1
201,513429,butuo,61.76585733,15,14,1737.466667,1192.6,2794.733333,289038.4,927408.7,251924.2,62112.04,0.023159,2548,976,11.46,9.3,3479.7,168871,1
202,513430,jinyang,58.742945,15,14,1911.866667,700.6666667,2957.6,300135.7,911048.3,236565.7,55488.4,0,2201,854,13.48,11.2,4172,158625,1
203,513431,zhaojue,64.93424386,24,20,1570.541667,330.5416667,1978.875,322738.1,956484.8,244806.2,53954.61,0,2562,974,7.61,8.4,3154.1,262341,1
204,513432,xide,99.9975582,16,14,1455.5,1473.875,2582.9375,309646.5,1001486,250208.8,31819.69,0,2604,1042,8.12,9.3,3459.4,230630,1
205,513433,mianning,243.3043599,34,31,2160.647059,4218.323529,3386.323529,324883.4,1049518,290489.6,20017.03,0.018095,2737,1065,12.9,7.9,3080.3,441378,0
206,513434,yuexi,82.139974,28,24,1546.607143,1492.571429,2417.071429,267035.1,1026496,222945,37865.51,0,2615,1085,9.72,7.4,2861.2,226034,1
207,513435,ganluo,123.0279955,19,17,1353.736842,2888.421053,5328.947368,226772.3,1052267,202967.8,35027.71,0,2200,981,12.74,9,3407.2,214958,1
208,513436,meigu,92.64677,20,18,1696.25,573.2,1656.8,263763.1,984633.5,191302.3,82002.16,0,2572,890,9.47,7.6,2948.3,254402,1
209,513437,leibo,154.6080357,24,21,1783.416667,1674.541667,3123.25,273356.8,937326.2,168486.7,39699.34,0,1743,880,12.6,11,4084.4,268083,1
210,513621,yuechi,10.8480178,116,107,1400.732759,1390.655172,2720.275862,113622.9,1038174,116533.7,24114.93,0.004834,388,1109,1.06,16.4,5981.4,145759,1
211,513623,wusheng,6.5856759,83,72,1920.325301,2339.084337,3487.096386,98730.91,1024107,99511.8,9157.93,0.025226,300,1093,0.75,17,6203.2,98953,1
212,513624,linshui,62.0782152,99,78,1719.212121,1803.838384,2980.979798,96238.39,993882.8,103109.8,11728.51,0,497,1219,3.93,15.8,5771.7,190390,1
213,513721,nantong,158.8938942,74,66,1734.405405,612.5675676,2305.77027,279810.9,1113689,241305.5,59239.72,0,900,1260,7.17,13.3,4877.9,410307,1
214,513722,nanjiang,182.8007527,65,56,1930,1047.184615,2260.723077,286254.3,1147938,227482,78515.05,0,1062,1213,7.19,12.5,4629.3,341414,1
215,513723,pingchang,62.3350635,100,83,1339.79,836.68,1747.19,236748.8,1119398,242521.1,38454.37,0,561,1293,3.94,15.7,5753,222585,1
216,520202,panxian,205.7536711,116,100,730.7068966,5838.310345,3602.405172,216464.9,663115.9,98172.02,5525.537,0,1805,1383,4.71,13.2,4833.8,405981,1
217,520203,liuzhi,56.04172,65,52,716.4153846,1610.846154,2251.123077,139498.8,638970.3,32280.3,26779.98,0,1433,1401,4.48,14,5128.3,179198,0
218,520221,shuicheng,142.5883294,76,72,769.5263158,2358.052632,1901.473684,175285.4,700312.4,93645.33,61654.11,0,1754,1241,6.68,12.5,4595.6,397516,1
219,522102,chishui,132.3440539,30,23,1844.8,2694.533333,3598.7,127670,838952.8,92366.9,57187.16,0,771,1137,7.02,15.3,5585.2,185083,1
220,522121,zunyixian,343.1488002,117,111,1765.769231,2541.290598,3654.25641,102803.1,692241.5,13112.06,14462.72,0.009053,1001,1052,3.13,14.2,5195.5,508991,1
221,522122,tongzi,183.55203,67,57,1218.492537,1126.402985,2489.776119,125841.8,799649,88943.13,7265.228,0.004709,1110,1076,6.72,13.7,5001.5,319273,1
222,522123,suiyang,183.0538528,52,48,1722.711538,861.7115385,2030.769231,167162.7,759421.9,65138.2,39358.91,0.009353,1077,1063,5.08,13.7,5026.4,255991,1
223,522124,zheng'an,123.680763,61,56,1267.688525,314.0819672,1372.131148,138392.1,794179.4,105397.5,49236.73,0,1012,1058,5.94,13.8,5062.1,259327,1
224,522125,daozhen,121.0538013,33,30,1454.606061,474.7272727,1944.848485,124530.5,832979,127762.7,38858.96,0,1028,1058,7.79,13.7,5009,215885,1
225,522126,wuchuan,162.889469,43,41,1124.581395,366.2325581,1626.488372,165992.1,798521.8,150259,36935.79,0,968,1096,5.46,13.8,5055.7,277024,1
226,522127,fenggang,121.9008783,42,39,1350.666667,382.7142857,2016.857143,190383.6,725030.8,92580.17,3588.963,0.007411,868,1070,3.16,13.8,5063.7,188556,1
227,522128,meitan,134.7296119,48,44,1238.625,629.7083333,2022.708333,160833,712000.8,62965.64,1142.849,0.003761,955,1043,3.36,13.8,5072.9,186152,1
228,522129,yuqing,115.0915757,28,25,2439.071429,1223,3085.642857,130591.2,651105,91572.22,57037.08,0,864,980,3.93,14.2,5189.2,162878,1
229,522130,renhuai,119.7166967,62,55,1299.83871,8119.887097,5073.677419,157667.1,762253.3,54915,39169.73,0,937,1031,5.68,15,5517,226065,1
230,522132,xishui,176.5492382,68,61,1041.132353,1399.941176,2230.382353,136657.6,806065.6,93925.77,48436.7,0,1073,1064,5.98,13.9,5090,260883,1
231,522222,jiangkou,135.5818878,23,20,1645.130435,572.5217391,1850.086957,239247.8,683931.6,179569.9,56356.55,0.027113,782,1173,5.67,14.1,5172.2,187995,1
232,522223,yuping,19.3095097,14,12,1875.857143,5147.857143,5348.857143,241822.6,639030.4,207378.5,7313.184,0.009596,512,1107,1.81,15.6,5718.6,51658,1
233,522224,shiqian,134.4408246,39,37,1527.025641,352.2820513,1551.410256,165823.2,656244.6,119289,66923.67,0.00601,860,1013,4.66,14.3,5222.4,216849,1
234,522225,sinan,112.0552,64,59,1645.765625,890.625,1551.625,199975.1,706449.4,118872.2,32628.32,0.056476,708,1096,4.44,15.2,5580.6,222741,1
235,522226,yinjiang,99.24828196,42,39,1583.452381,273.7857143,1855.095238,240804.7,715491.3,163137.6,38984.66,0.009188,914,1102,6.04,13.6,4995.5,195974,1
236,522227,dejiang,108.154548,48,41,1865.5,509.75,1755.041667,216006.2,740950,130988.7,5012.807,0.033881,832,1118,4.4,14.3,5240.2,206902,1
237,522228,yanhe,122.9087081,58,55,1331.62069,494.8793103,1776.206897,214200.8,769849,168735.8,8865.304,0.019441,741,1115,5.66,14.8,5437.6,247024,1
238,522229,songtao,167.0669508,66,62,1316.242424,714.7575758,1793.484848,275198.8,677348.4,209136.9,34413.34,0.026517,709,1208,3.95,14.5,5319.3,286128,1
239,522230,wanshan,24.4647083,6,5,1217.666667,2454.166667,2794.166667,272561.9,637660.1,229471,15150.98,0,616,1137,3.54,15.5,5661.7,33887,0
240,522322,xingren,64.75129,48,44,1081.833333,1268.333333,1942.541667,195228.2,590352.6,75278.11,34803.06,0,1406,1339,3.1,15,5481.6,178387,1
241,522323,puan,65.7551472,30,28,969.5333333,1582.4,1646.4,192926,636144.3,70953.17,326.2928,0,1544,1390,4.94,14.7,5375.9,142950,1
242,522324,qinglong,62.361107,29,26,895.8965517,872.2068966,1584.206897,166752.9,629107.8,45334.44,6774.154,0,1226,1407,6.9,15.6,5728,132491,1
243,522325,zhenfeng,71.2564959,36,34,1228.472222,1693.527778,1888.5,164746.7,563213.2,59860.73,41559.16,0,960,1289,4.04,17,6243.8,150933,1
244,522326,wangmo,214.4807741,30,28,946,236.3333333,971,153013.4,517260.5,91002.43,36185.1,0.003329,879,1202,5.15,17.5,6400.6,300467,1
245,522327,ceheng,150.3212,23,21,1283.521739,450,971.9130435,212070.2,500259.3,128783.8,691.3127,0.003075,863,1233,4.83,17.7,6490.4,260003,1
246,522328,anlong,81.341583,43,40,1200.139535,1546.069767,2371.930233,203121.8,556816.7,93885.23,8535.341,0,1295,1258,3.02,15.4,5626.9,223673,1
247,522422,dafang,159.4454601,99,92,981.3636364,985.5757576,1691.555556,118209.5,718886.4,91401.27,21574.75,0,1551,1045,3.63,12.5,4593.1,355009,1
248,522423,qianxi,81.703219,85,75,1212.2,1621.576471,2709.035294,81986.55,686856.7,56220.82,670.0846,0,1292,984,2.68,14,5130.2,250343,1
249,522424,jinsha,121.4489705,61,50,1448.786885,3390.901639,2521.885246,112673.1,722175.4,61020.11,5504.581,0.00515,1104,998,3.62,13.9,5113,252660,1
250,522425,zhijin,112.449321,98,89,1050.244898,681.8673469,1549.938776,93797.88,652157.4,37609.96,42849.71,0,1507,1253,3.51,13,4754.3,286609,1
251,522426,nayong,115.647747,82,74,1012.219512,3119.597561,1482.731707,143269.5,705877.1,91557.09,44601.04,0,1682,1158,4.97,12,4408,244791,1
252,522427,weining,267.20301,116,106,996.2413793,698.2068966,1364.793103,243258.4,774214.9,150004,4420.63,0,2172,859,4.7,10.5,3853.5,629705,1
253,522428,hezhang,158.354151,68,64,1018.25,1011.220588,1212.5,215423.6,773975.2,163694.4,6858.824,0,1996,882,4.46,10.6,3878.3,324108,1
254,522502,qingzhen,67.777302,49,40,1315.612245,5290.469388,5881.591837,37809.45,638036.8,21330.04,351.5547,0.081989,1284,1105,2.22,13.9,5075.6,149124,1
255,522522,kaiyang,116.0430579,42,35,1654.190476,4643.619048,3756.47619,64423.56,652286.3,26617.3,24203.73,0.004935,1066,1035,3.43,14.5,5297.8,202673,1
256,522523,xifeng,45.603991,25,21,1466.56,7308.08,4396.92,65292.14,671213.8,6041.149,7071.556,0,1097,1013,3.72,14.1,5170,103318,1
257,522524,xiuwen,56.703707,29,26,1862.37931,3252.689655,4990.793103,35671.37,644835.1,6477.984,8393.072,0.095636,1281,1046,2.54,13.7,5015.4,107776,1
258,522526,pingba,30.735403,34,28,1086.764706,4008.058824,2856.764706,42179.43,604364.7,9318.844,18532.31,0.169169,1329,1174,1.34,13.1,4776.4,100124,1
259,522527,puding,22.355032,43,39,880.9302326,2262.27907,1578.72093,98889.53,637030.3,22439.88,27335.75,0,1365,1311,2.83,13.5,4961,109176,1
260,522528,guanling,69.510953,33,32,1341,1292.757576,1581.727273,140233.7,602551.9,18127.68,7165.239,0,1142,1342,5.56,16.1,5906,146556,1
261,522529,zhenning,95.6886304,35,30,857.4,1192.057143,2327.285714,117190.8,582977,23761.81,22358.53,0,1060,1283,3.38,16.1,5887.7,174488,1
262,522530,ziyun,167.722885,35,33,1111.942857,359.7142857,1132.771429,112358,560425.4,46427.34,46438.95,0,1157,1203,3.2,15,5510.1,228019,1
263,522622,huangping,78.85393492,36,33,1024.861111,225.75,1280.805556,122434,602116.1,117180.6,34305.18,0,901,1033,3.33,13.8,5043.6,166542,1
264,522623,shibing,102.2746237,16,14,1294.5625,1390.75,2480,148906.5,619839,131462.3,50627.86,0.007073,884,962,3.21,14.3,5254.7,155542,1
265,522624,sansui,73.170053,21,19,974.6190476,753.6190476,2181.428571,211038.3,595328.8,202046.8,11053.34,0.02998,748,1051,3.15,13.9,5112.2,103610,1
266,522625,zhenyuan,123.2497783,26,20,1665.538462,1477.230769,2607.038462,193679.1,615365.8,174711.2,16362.25,0.00531,787,1009,3.37,14.2,5210.2,187896,1
267,522626,cengong,81.6262767,22,20,1216.772727,970.5454545,1931.681818,206491.7,643404.4,168994,29196.5,0.022267,674,1090,2.87,15,5516,148430,1
268,522627,tianzhu,169.9217099,39,36,1100.74359,1011.435897,1765.128205,260689.3,587305.3,248545.6,39934.26,0.003657,547,1190,3.32,15.4,5655.7,218797,1
269,522628,jinping,102.6254124,22,20,875.9090909,841,2237.727273,239396.4,556351.6,239745.8,49676.31,0.015094,623,1209,4.45,15.2,5600.7,159222,1
270,522629,jianhe,152.8108262,24,22,1192.875,583.5416667,1600.791667,195205.2,565789.5,195025.3,17337.48,0.001469,823,1106,5.74,14.4,5284.9,203938,1
271,522630,taijiang,84.669899,15,13,1247.533333,735,2060.666667,156010.7,569396.1,156122,1014.773,0.005828,892,1088,4.52,13.7,5039.9,120270,1
272,522631,liping,283.082636,50,47,1094.2,516.76,1471.46,241186.6,506440.5,241755.5,40224.4,0.011659,697,1272,4.42,15.1,5525.5,445581,1
273,522632,rongjiang,212.4622478,33,30,1333.848485,347.8181818,1630.242424,184108.6,503713.6,184581.8,18690.9,0.011706,701,1207,5.29,15.7,5757.3,324732,1
274,522633,congjiang,200.473179,32,30,1513.71875,466.9375,1425.78125,214808.3,461594.8,215139.3,6524.387,0.008495,689,1214,6.3,15.7,5735.5,329626,1
275,522634,leishan,79.61272469,15,13,952.2,583.8666667,1744.6,143017.2,537441,143584.3,25015.93,0,1166,1224,6.62,13.3,4867.8,120718,1
276,522635,majiang,54.30747588,23,19,1062.782609,934.9565217,1473.478261,90192.02,565002.3,90801.52,2812.246,0,950,1247,2.8,14.1,5180.2,123553,1
277,522636,danzhai,54.495592,16,15,1202,703.375,1614.5625,129223.9,525692.3,129655.1,10522.32,0.07618,887,1273,4.41,14.8,5429.6,93222,1
278,522722,libo,132.24597,17,15,1278.941176,1483.058824,2618.882353,177834,443415.7,177804.4,50060.22,0.003296,780,1194,2.95,16.4,6004.7,242965,1
279,522723,guiding,53.92211207,28,23,1252.571429,3699.964286,3171.964286,52977.19,577572,53505.55,8314.157,0.092581,1206,1103,3.64,14,5103.8,163218,1
280,522725,weng'an,119.3235832,45,41,1398.111111,1420.622222,2056.4,88696.65,635430.3,66160.14,64283.32,0.001529,1061,1028,2.93,14,5132.3,196102,1
281,522726,dushan,130.16344,35,31,1527.142857,592.7142857,1934.285714,135191.2,480619.9,135123.3,45793.55,0,993,1239,2.25,15,5491.4,244287,1
282,522727,pingtang,167.1577116,31,30,1139.903226,476.6774194,1621.903226,92499.12,517162.8,92194.17,40073.54,0,982,1212,3.21,15.3,5619.3,281947,1
283,522728,luodian,183.0080351,33,30,1452.212121,926.9393939,2018.272727,126593.1,499426.4,113206.4,2746.464,0,742,1183,4.85,17.7,6495.4,301097,1
284,522729,changshun,97.466494,25,23,1206.08,802.72,2066.6,70760.38,567229.1,46268.38,17199.56,0,1242,1218,2.01,15.1,5517.3,155293,1
285,522730,longli,82.42842167,21,19,1111.380952,5577.333333,2763.47619,25356.76,594691.3,25924.19,7311.053,0.024787,1302,1068,2.92,13.2,4830,152227,1
286,522731,huishui,153.9354918,43,39,1494.418605,1101.674419,1856.790698,62543.16,552030.3,61498.15,8712.245,0.020284,1150,1176,2.14,14.8,5419.4,246138,1
287,522732,sandu,143.04545,32,31,1258.625,228.34375,1663.125,143293.8,494316.1,143518.5,12090.98,0.00922,753,1252,4.55,16.2,5928.9,237966,1
288,530121,chenggong,12.5020556,16,13,4646,9453.3125,14900.375,24636.95,747611,10501.96,391.7391,0,2046,965,2.48,13.9,5110.9,46643,0
289,530122,jinning,58.4129626,28,22,2599.25,4886.107143,4641.857143,47884.05,756703.3,36038.04,4251.965,0,2079,888,3.27,14,5143.5,123025,0
290,530123,anning,70.458795,27,12,1983.333333,18862.96296,15887.18519,39299.56,789858.3,10938.34,9318.248,0,2027,950,3.32,13.9,5116.3,131473,0
291,530124,fumin,44.9496853,14,12,2449.071429,4503.857143,3114,43637.71,804783.2,41788.45,5923.511,0,2020,895,6.04,13.4,4919.4,97300,0
292,530125,yiliang,98.3291556,41,37,3943.731707,3463.682927,6943.560976,43706.07,727507.7,1172.486,1280.822,0,1839,895,3.97,13.8,5066.8,188283,1
293,530126,lunan,71.76153023,24,21,2310.583333,2056.625,4896.208333,77332.17,693347.2,13718.48,9721.506,0,1925,934,1.87,13.4,4924.7,168515,0
294,530127,chongming,59.0066462,35,32,1825.2,2959.714286,3244.914286,41463.38,757323.5,146.3128,2542.217,0.010486,2134,949,3.19,13,4764.2,133690,1
295,530128,luquan,259.00963,46,43,1601.282609,803.826087,2314.782609,101173,829696.7,79609.97,46422.99,0,2201,891,8.43,12.8,4680,425596,0
296,532122,ludian,58.2776866,40,38,939.15,1468.65,1712.375,245813.3,852014.8,188324.9,11793.4,0,2137,824,8.11,11.1,4078.6,148292,0
297,532123,qiaojia,119.707514,54,50,1179.259259,587.2407407,1361.37037,225499.8,868918.5,183552.5,48151.6,0,2166,907,12.04,12.1,4437.4,319175,1
298,532124,yanjin,111.10403,38,36,894.5526316,1237.105263,1588.236842,274882.9,885305.3,141433.7,24404.96,0,1017,1044,7.81,14.2,5227.8,201468,1
299,532125,daguan,98.662421,27,25,1033.444444,816.7037037,1282.740741,304013.1,888089.6,175206.6,1190.227,0,1611,948,10.03,11.6,4247.3,172578,0
300,532126,yongshan,109.88093,43,39,1137.162791,1190.790698,1842.139535,293804.8,917278.9,180917.5,26658.1,0,1836,885,10.95,10.9,4044.8,277902,1
301,532127,suijiang,36.88168711,16,14,836.5625,798.75,2444.9375,239617,935850.5,119694.2,875.0449,0,1019,957,9.17,13.9,5082.1,75313,0
302,532128,zhenxiong,180.719958,134,129,791.1865672,323.4925373,998.9029851,216222.8,800434.1,185637.2,46380.35,0,1584,962,5.24,11.8,4318.7,369820,1
303,532129,yiliang,149.889708,55,53,933.6909091,780.9090909,1317.272727,277881.8,844896.4,196670.5,26419.01,0,1653,879,6.64,12,4388.9,280359,0
304,532130,weixin,73.07784567,40,36,682.55,630.8,1593.4,219412.7,818427.3,157848.1,40148.09,0,1221,1107,5.58,12.6,4626.6,139260,0
305,532131,shuifu,23.25468595,10,80,1079,13756.3,6389.1,247760.4,916466.8,113230.5,19382.75,0,1024,1022,8.16,13.8,5072,34625,0
306,532223,malong,73.3323837,20,17,1629,2101.8,3211,91601.87,720144.8,3485.427,5462.692,0,2067,951,1.6,13.8,5033.2,173560,0
307,532224,yiwei,237.0176727,142,128,1219.014085,2648.077465,2817.767606,205424.6,738025,101988.4,9238.93,0.019297,2063,1000,4.33,12.7,4646.8,606016,1
308,532225,fuyuan,110.8354047,74,65,1731.351351,4239.283784,3474.77027,163241.6,674472,44090.05,10817.75,0,1988,1335,3.78,12.7,4659,323817,1
309,532226,luoping,65.3875798,57,50,1927.157895,3427.578947,4136.77193,163680.7,629471.8,75277.16,9745.348,0,1667,1491,3.89,14.4,5256.2,302888,1
310,532227,shizong,112.622223,39,35,2108.25641,2815.102564,3476.435897,142594.3,632154.2,79712.59,5797.805,0,1674,1222,3.61,14.7,5368,274811,0
311,532228,luliang,55.0746386,62,53,2729.112903,2878.096774,3950.83871,101562.8,683948.8,43628.66,3316.489,0,2010,1070,2.02,13.1,4801.1,204016,0
312,532231,xundian,175.7714907,52,48,1434.115385,892.4038462,2243.653846,88551.06,771039.2,40661.01,9922.357,0.010819,2224,889,5.25,12.7,4664.3,388505,1
313,532233,huize,185.303398,95,87,864.7894737,3583.463158,2585.126316,180058.8,799126.5,116815.5,13270.45,0.012246,2270,787,6.63,12,4412.6,587700,1
314,532301,chuxiong,249.2987923,50,36,1999.5,9420.78,8861.84,140813,890648.7,27732.64,20396.19,0,1890,899,6.94,14.9,5468.7,418836,1
315,532322,shuangbai,283.7315247,16,14,2011.875,755.125,2168.9375,113901.2,843924.9,40965.25,6503.726,0.006578,1653,911,7.81,16.3,5990.5,411435,0
316,532323,muding,77.312002,20,19,1991.75,1384.05,2698.25,117234.3,886712.3,40300.9,34887.67,0,1950,804,3.89,14.8,5417.8,146401,0
317,532324,nanhua,163.6323418,24,22,1980.416667,1068.666667,2505.541667,166285.3,928241,53855.97,3694.262,0,2071,846,5.79,14.1,5166.2,227080,1
318,532325,yaoan,100.0286284,21,19,2137.047619,1540.714286,2799.047619,157021.1,926200.2,65235.23,33716.86,0,2183,752,4.6,13.7,5018.6,172800,0
319,532326,dayao,306.2693985,28,25,1805.535714,2908.035714,3155.357143,165675.7,935364.6,89285.59,46922.56,0.002707,2140,786,7.47,14,5129.1,405815,0
320,532327,yongren,163.7490034,11,9,2146.454545,1426.363636,3237.090909,159980.3,924129,108261.5,9624.617,0,1855,869,5.84,15.7,5741,213427,1
321,532328,yuanmou,63.75205033,21,19,2254.047619,976.4285714,2863.666667,122673.9,888987.7,79714.98,3573.174,0,1548,730,5.85,17.8,6532.2,203785,1
322,532329,wuding,191.7490027,27,25,1948,1161.444444,2700,101774.3,859866.4,89981.25,18722.76,0,2118,842,5.96,13.6,4995.6,292485,1
323,532331,lufeng,209.0632527,42,34,2595.238095,3992.47619,6695.833333,72080.66,840622.4,27993.63,6145.81,0,1910,872,4.07,14.2,5221,354413,1
324,532422,jiangchuan,31.10268055,27,25,2628.074074,3466.518519,5157.481481,73312.23,733308.7,64580.61,23011.37,0,1900,875,3.2,13.8,5044.6,81920,1
325,532423,chengjiang,26.0168115,16,14,2318.375,4376.8125,5717.125,50789.59,730226.9,36312.63,20444.08,0,1938,907,4.49,13.9,5095,74639,1
326,532424,tonghai,31.007712,28,24,2266.535714,4372.464286,4994.428571,103745.1,726913.3,92711.82,26257.97,0,1905,881,3.94,14,5148.2,71454,0
327,532425,huaning,58.11391297,21,18,2648.380952,2501.952381,5138.47619,85444.66,708877.6,64980.2,44918.92,0,1813,885,6.47,14.4,5301.7,122489,1
328,532426,yimen,101.631648,17,14,2262.647059,4416.588235,7334.411765,70055.52,809713.6,24965.78,26067.88,0,1880,854,6.28,14.4,5270.2,149048,1
329,532427,eshan,119.4904631,15,12,2288.333333,5231.133333,7079.4,108363.1,778509.2,86105.46,7358.103,0,1729,899,5.31,15.1,5527.7,192958,0
330,532428,xinping,307.01232,27,24,1803.333333,4945.851852,5545.555556,143284.6,819219.6,95962.88,18576.77,0.048322,1507,936,8.39,17,6214.3,425986,1
331,532429,yuanjiang,170.4482635,20,18,2793.9,2297.3,4502.45,171702.3,783731.1,144690.4,533.5144,0.021386,1384,909,8.43,17.8,6514.4,271025,0
332,532501,gejiu,79.1408247,39,17,1011.128205,11996.10256,8952.846154,211780.7,631574.1,167174.5,23428.52,0,1587,1164,8.29,16.8,6152.6,141085,0
333,532502,kaiyuan,97.25916,26,16,2247.538462,9074.769231,9558.461538,156322.2,651066.9,118525.7,4537.036,0,1617,845,4.69,16.1,5875,194969,0
334,532522,mengzi,109.3439492,34,27,1927,3706.441176,5873.794118,201517.8,625960.8,163625.8,31067.89,0,1657,1059,3.96,15.9,5837.3,231317,1
335,532523,pingbian,84.53573233,15,13,1405.2,1453.466667,2378.8,237562.6,588101.9,193972.4,65416.91,0,1365,1537,8.78,16.6,6065.1,185031,0
336,532524,jianshui,231.28845,51,44,1637.333333,2358.784314,4125.058824,143857,698989.1,127734,10566.79,0,1606,911,4.5,16.4,6030,380708,1
337,532525,shiping,175.236532,30,27,2323.066667,1376.3,2289.8,145927.2,745887.4,128828.9,1623.107,0,1681,953,6.95,16,5871.6,301601,1
338,532526,mile,197.892375,51,44,1334.470588,13809.45098,3791.039216,104265.2,675914.8,59356.2,10162.71,0,1617,884,3.86,15.9,5808.4,393453,0
339,532527,luxi,64.8161216,39,35,1378.846154,1476.717949,2568.692308,121425.3,648509.6,58496.48,35367.9,0,1853,982,3.79,13.7,5018,164162,1
340,532528,yuanyang,125.8469493,38,36,1049.368421,538.5,1700.631579,215167,685492.1,198233.5,56706.89,0,1270,1615,10.59,17.9,6549.8,220968,1
341,532529,honghe,123.181144,27,27,1395.037037,365.0740741,1548.037037,199115.7,747763.3,181255.3,41693.31,0,1546,1375,7.98,16.7,6128.5,203446,1
342,532530,jinping,229.292263,33,30,972.5151515,1496.575758,1415.030303,249114.4,665863.1,227896.9,84553.59,0.008933,1211,1992,11.97,17.8,6510.2,360803,1
343,532531,luchun,190.6002523,21,20,942.8095238,622.6190476,1515.380952,244943.1,744925.3,227317.3,69088.26,0.000649,1360,1880,9.73,18,6605.4,309377,1
344,532532,hekou,96.23738,9,4,2190.333333,2308.222222,6994.555556,269117,583297,228830,95595.7,0,736,1712,9.43,18.3,6679.9,133045,0
345,532621,wenshan,151.980875,45,36,1672.111111,4852.088889,7300.222222,225402,570073.4,173437.6,28717.4,0,1614,1077,3.34,15.5,5667.8,298365,1
346,532622,yanshan,215.8351336,46,42,1517.065217,2267.913043,3058.73913,225684.6,552362.6,167257,4048.041,0,1575,1027,2.05,15.9,5809.4,383268,0
347,532623,xichou,80.27525,25,23,1307,422.76,2084.88,274921.6,506188.3,216272.4,40101.34,0,1360,1103,4.18,16.4,6017.9,150183,0
348,532624,malipo,139.5995584,28,26,1485.214286,1746.75,2485.178571,299505.4,483716.5,240867.9,55602.27,0,1228,1144,8.51,16.7,6125.9,232332,1
349,532625,maguan,144.3723635,36,32,1521.444444,2163.5,3481.166667,274876.9,539491.9,224843,67868.44,0,1360,1336,7.03,15.4,5648.6,267043,1
350,532626,qiubei,272.6523657,47,43,1433.723404,423,1722.170213,170048.8,601500.8,109354.4,44963.59,0,1606,1026,3.8,15.7,5740.2,507815,0
351,532627,guangnan,480.026619,77,74,1402.415584,516.987013,1565.909091,254575.1,515742.6,191166.3,29519.01,0,1337,1084,3.51,16.9,6190,775075,0
352,532628,funing,415.8773288,40,37,2.1,1817.45,4017.975,269602,418609.7,252473,2540.284,0,948,1219,5.34,18,6583.3,527141,1
